Review,Date Posted
"Absolutely terrible joke of a …Absolutely terrible joke of a  company  , I walked over an hour for my  wile I arrived just on time my  drove striaght past me I was in the middle of the road waving at the  he never stopped I then ran as fast as I could to the next  stop I'm the middle of the road the  passed me again... absolutely useless there was anybody on the  it was empty,  105 from blanch to drogheda at 10:24 white haired old driver must be blind deaf and a bit on the stupid side should have had glasses,  I have rang and complained about this wile the customer service was no good she just said ye ye ye ye on the phone and agreed with me untill I stopped talking told me to wait another hour for a  even though one drove by me less then 60 seconds ago, serious time waisters I'll not rely on   again for a  that will problly drive right past me again, I don't use buses often but now I see why people throw up such a fuss over them useless share of sausage pullers stranded now 3 hours waiting it's a JOKE !!!! If the next  drives by me it'll be on cctv",2021-04-19
"Terrible terrible terrible companyTerrible terrible terrible company. If I had an alternative choice I’d take it but I don’t so I’m forced to use their ridiculously terrible services.Buses are notoriously late, it’s just normal at this stage, too often they don’t show up at all - no warning, no heads up - just simply no .Buses are repeatedly full during peak times. The company doesn’t bother sending an extra  despite it being listed on the timetable and despite them knowing there’s loads of people travelling for work. If you don’t get on, tough luck, wait another hour, or two to get the next  home. (Yes I’ve waited two hours for their  before).No  stops in more rural areas just just have to wait and hope you’re in the right place.But honestly the worst of the worst is their online ticketing system. It’s so buggy that several times I’ve tried getting a ticket it either didn’t work or it took my money and didn’t give me a ticket or order number in return.Biggest shtshow of a public transport I've ever seen.",2021-04-08
"I went aboard the 1:30 pm  from…I went aboard the 1:30 pm  from Clonmel to Limerick, I had a  pass and I laid it on the machine, I have a habit of saying where I was going since I have to be used to that for a long time. The  driver had an attitude ""you have a pass you can travel anywhere, don't say where you going"" with a snotty tone and was scanning me up and down as if I had two heads, I felt embarrassed and very uncomfortable, I never experienced that with any other  driver. He was very ignorant and not one bit polite. This is not the first time. I've had a very bad experience with  . To make the situation worse the  driver had no mask either.",2021-04-02
"HorrorSaying i had terrible experience with this company would be like saying nothing.My car broke down so I booked ticket online, line 32, omagh - dublin airport, I came about 15 minutes early just in case. Of course the  arrived about 10mins late, but the best part is what happened next. I started walking toward the  but the driver just drove out the  depot without stopping or even slowing down, pretending not to see me! I chased after him but not much you can do against the  with 2 travel bags. Used my phone torch to attract divers attention but they just kept going. No way they couldn't see me waiting as I was the only person there (it was 2.45am). So I was left alone in the middle of the night, with my bags, without any idea how to make it on time to the airport. I had no other option but drive my faulty car which barely made the trip. Not only I was forced to pay for car park but I will also have to pay someone to get my ride out of there as its completely undriveable now. I wrote a complaint which has not been answered, only got an automatic email ""how did we do?"" asking how my complaint was handled (?!) Absolute disgrace, no apology no nothing, they didnt even offer refund. Its a scandal which Im not going just to leave like that.I strongly disadvise using their service, its a mistake im not going to commit myself ever again.",2021-03-06
"This company couldn’t give a damnBus arrived 30 minutes late, didn’t show any sign that it was at max capacity. In fact, it didn’t even stop. It drove straight past us without warning. We waited for that  for over an hour in the dark and freezing cold. There was supposed to be another  after that one but I waited another 40 minutes and it never came.I’ve been using  services for 7 years and I always feel anxious about taking   to anywhere, as they are never on time or they just never arrive. It’s become a staple of theirs. Any regular  passenger will agree.As a company that has been continuously bombarded with shockingly low ratings and bad reviews for years, I have been expecting improvement for a long time. I can’t wait for the day that I get a driver’s license so that I can stop relying on this entirely unreliable transportation.",2021-02-20
"I'm constantly waiting an hour for the…I'm constantly waiting an hour for the 109x to show up at either 8 or 10 out of navan as I work till them hours most of the time I get out early just to catch the  and end up waiting for a  that isn't gonna show up everytime I've emailed them they have always said its technical difficulties with the , then if they know that  is gonna have technical difficulties why not hire another  like they always used to I'm dragging my parents out of their bed at all hours of the night to collect me due to the  not been updated to let me know that it's been cancelled etc they should have more busses coming through navan like they used",2021-02-01
WORST EXPERIENCEOne of the  drivers that drives for the 20 from Galway to Dublin airport was extremely RUDE to me as someone who sufferers from social anxiety I had a panic attack the whole way to my destination. I don’t know what his issue was but he needs to be retrained on how to talk to passengers and how to be a respectful human.,2021-01-29
" Éireann  driver refusing my travel passI have a Free Travel Pass. During Covid-19 Lockdown my pass expired but the Irish Government said that all transport operators were to accept all expired travel passes. During the Level 3 Lockdown I was due to travel to have an MRI scan. I got on  Éireann and presented my (expired) Travel Pass. The  driver, who was not wearing a mask, began to abuse me in front of other passengers and refused to take me on board. I explained that the Government have acknowledged this but have instructed transport providers to accept expired travel passes, the  driver became so angry that he came from his seat at me without a mask on abusing me. He threatened to call the police and refused to drive the , but I was so concerned for my safety that he had no mask on that I disembarked from the . As a result of the  drivers abuse and refusing to accept my travel pass I missed a very important MRI scan and now that we are in level 5 lockdown I will not get the MRI scan till the level 5 lockdown is over.",2021-01-16
"Well pricedWell priced! 12 quid for a 300km trip between 2 biggest cities, how bad! Quite clean and comfy. Funny thing:  from Cork to Whitegate  ( 45km? ) also costs 12 quid. Are you serious?",2021-01-11
"dangerously dirty tables during CovidTrains departed and arrived on time Friday and today on my trip from Dublin to Kerry but I cleaned each table before I sat down with a disinfectant wipe and they were filthy even visually! In this time of Covid, this is not only unacceptable but dangerous.",2020-12-20
"Worst  everWorst  ever, the  from ratoath into dublin will show up when it wants it may be 20 minutes late or may be 1hr 20mins late ( no exaggeration) and yet they charge high fares about 7euro for a single for a constant late  that will take over 1hr for 20 km. Oh wait and it may show up super early and not wait for the departure time, amazing serv",2020-12-19
c um on my chair :(,2020-12-04
100x from drogheda to dublin airport is…100x from drogheda to dublin airport is a disaster. I was waiting the  from 5.55 pm and come at 6.26 yesterday 28 Nov.the driver never stop to take me from donore road so I have to stay there till the next 1.few of the drivers they don t have respect what's so ever. They don t unser to hello or good morning. I think the traning department has to do more tranings with them special on costumers service. HR has to  take care of this situation. When you see the costumers rewius ar so bad well has to be done somthing.Regards,2020-11-28
How dis is possible to don't let child…How dis is possible to don't let child in to the  because on his leap card is not enough money. It is less then euro. In this cold weather he walked home alone more then 6 km.,2020-11-25
"The  service that goes from Drogheda…The  service that goes from Drogheda to Dublin City Center is a complete disgrace. No simple regard or customer service. There was a morning I was literally called out by one of the  man for shaking my head, I was actually scared he was about to come down the  to fight me. Is it because of their pay? or work environment? because most, if not all the  drivers that work for your company are clearly unhappy and therefore express it on the customers. Not to talk about the  quality, so dirty, bottles rolling around and I always can't tell if its pee or a spill of a drink on the floor or sit most of the time. Just bad service all together. At this point you need to stop the service or be renewed, especially in the middle of a pandemic.",2020-11-07
"Pathetic servicePathetic service. they claim they clean the  seats daily but thats their first lie i have gone on the  finding people injecting, pissing on the back seats let alone their scheduling it doesnt go by what they post online it goes by the drivers time so when you miss your flight due to their service is another issue now recently i have contact this trash service seeking transportation for my 5 and 6 year old children to avoid walking 45 mins 2 times a day to get them to school they say their buses are full but since September i have walked past all the buses going to the local school and i see 4 total children per  fair enough if they dont always get on the  but have a 3 month leway period to fix that issue now back to what i was saying i called today to avail of their service which i could avail of free if im more than 3.2k from the school im 3.3k but by  eireanns logic they found a route that offers a quick 2.7k which is straight a lie there is 2 roads that direct you to the school one at 4.0k and the other at 3.7k but they know this magical route that is not on the maps and only other route you can use is over 5k all one direction keep in mind so beyond that my kids are sick almost every day due to the weather and given the current crises you would hope life would help in some ways but nope this service just makes it difficult. I live Carlow and travelled with my partner and kids to dublin to get a transfer  to castleblayney and due to the drivers patient driving i missed my connecting  and there was no busses leaving to either my home town or location i was going to so we got stuck in dublin with not allot of money due to the outrages prices   charge. I try address it with a superior at the head office they told me to go to their site for complaints. so today when attempting to get a  for my kids for school i had to register on the website but again another problem arises. their date of birth input field would not accept 20/05/2015 as a valid date because the idiot website developers forgot to remove blank spacing in their code or atleast to ignore them haha. when on call with the help they had the audacity to ask me 3 times if i know my own childs date of birth and i also had to repeat 3 names for them  before they got it correct. straight ignorant this is why the youth choose to leave the country the only major public service cant even keep to their own schedules they say give or take 15 minutes haha ok where was that 15 minutes when i waited an hour after the meant to be arrival time just to get on a . PLEASE DO ME A FAVOR stop insulting ireland by having the title of your company in irish when you in no way respect the citizens and im sure not the only one with complaints about this service. there support office ignorant in every manor dont make life easy for families let alone low income families in the middle of a crises so much for humble ireland. for any tourist hoping to come to ireland throw that idea out the window this public service is just as corrupt as the non elected government just wait when you annoy the youth enough your service will become redundant like it is already. your over charged prices and pathetic customer service you offer is nothing spare of being in the middle east wearing a bikini as a woman. what happened to the good old days where  service was cheap and respectful and punctual now your just another dog in society trying to scrape the barrel for what ever money you can get and screw the country over do ireland a favor and just abandon your service allow a more respectful and considerate service to help ireland any moto you go by or have on your site your company contradicts it and i will keep this post updated by going on some service with a camera to record my pleasantly disgusting service. also on another note relating back to school transport i know a kid that uses the local school service the service that claims they make it to the school in 2.7k used his phone from the point he got collect to the drop of point at the school and woah nope exceeded 3.4k so another l",2020-11-05
" 109 Kells to DublinBus 109 Kells to Dublin, morning services always so terrible especially this period of pandemic. They send small buses in the morning just when majority of people goes to work and then bigger buses thereafter when numbers of people travelling have reduced. Its just unbelievable how they operate. Buses leaving before due time, leaving passengers behind, buses very late, so exhausting. Terrible services on this route. 😞",2020-11-05
POOR SERVICEI have never come across more poor quality of service who engages ignorant and rude obnoxious employees with no regard or respect for any travelers. I use the  to get to work in Cork city daily and I dont know if there is any point in even posting a review here as the company has no regard for customers.,2020-09-30
These drivers are doing a great jobThese drivers are doing a great jobI always have great experience with ,2020-09-19
Completely unreliableCompletely unreliable. I was waiting for the  from Waterford to Wexford that was leaving at half 4. A  arrived with WEXFORD on the screen and the  driver got out and left. 20 minutes later he comes back I ask him what is happening with the  and he says the  is actually going to cork. He showed no interest in helping me and was extremely ignorant. He proceeded to get back onto the  and changed the screen to cork. Why did it say Wexford in the first place? It does not make any sense. We then were told that we missed the  to ‘Wexford’ even though that  said NEW ROSS. There is nobody in the office to talk to and it’s just a complete lack of simple communication. Very deceiving,2020-09-19
"Would be negative if possibleWould be negative if possible, this service is useless and shouldnt be trusted to move a donkey. Do not us",2020-09-17
If I could give zero stars I wouldIf I could give zero stars I would. Buses just don't show up when scheduled with no explanation. Can't rely on the service at all.,2020-09-12
"Time to get a carI thought the Irish government cared about climate change - well clearly not with their joke of a state-sponsored  service.  There are many things that have led me to realise you will always need a car in Ireland even if you live in a major city.1. Unreliable  service, timetables mean nothing at  ,2. A life after 9 pm, forgot about it if you get the . and don't even consider being out after 11 pm.3. 2 to 3 drinks - you're wasted a not getting on this , while the actual drunk is already sat up back with his cans.4.  The price.5.  No pets even when in a carrier, so forget about owning a pet if you don't drive and don't want to pay 11 euro to a taxi for a 10 min drive cos there's no Uber.6 Finally, the fact that all of the above is completely dependent on the driver, some will enforce one thing and not another.  A good example, I only learnt today that you can't bring your pet in a carrier to the vet on   despite the fact I've been doing it for years.  Thought it was a new policy but no its always been apparently, totally depends on the driver, kinda like the new mask rule.",2020-08-26
"Not reliable at all..Not reliable at all... They don't stop on the  stop. The  passed on the speed lane, not even the  lane, and the driver ignored my sign to stop. So disappointed. Especially that I work early mornings and I relied on them for transport. Why they have night time shifts if they don't respect their customers.",2020-08-24
Worst  serviceAlways an issue either  is late or doesnt show up at all .if you plan to go somewhere plan an hour  ahead because it probably wont show up or be 20 minutes lateAlso they dont take costumer complaints seriously,2020-08-16
"A joke of a national service providerUnable to book a ticket online for the Waterford to Cork 40 service.Travel often between Waterford and Midelton, return  from Midleton either doesn't arrive as it bypasses Midleton from Cork, or when it does,  is ""full"" and driver will advise another  following, which in reality means the next hourly , which again will either be bypassed or full. Spend on average 3 hours waiting to return to Waterford. Have now taken to going from Midelton to Cork to ensure a trip on the .God help an tourists trying to use this exasperating service!!!!!!",2020-08-14
"Driver not stopping at the  stopsThe driver did not stop at the  stop completely ignoring the fact some people were supposed to get out there he drove to the next stop 12km away and when I got up to leave as he announced we're on the stop he was insanely rude, saying that we're actually not there yet and I should get back to the seat just to stop second after that,  so I ended up in a place I don't know having to wait for another hour before next  with everything around closed and pay for even more buses, overall I'm very disappointed.",2020-08-12
Awful Service. Cancels without telling customersThey sold tickets online for a service they had cancelled and made no effort to inform customers. I booked a coach ticket to the airport from Letterkeeny to Dublin and had to scramble to organise a 3 hour (400 Euros) taxi ride in the middle of the night when I arrived in the station to find it locked and my 00:30am coach cancelled! What company cancels a service to THE AIRPORT without informing customers who already paid?! They must know we have flights to catch...I wrote to them explaining the extreme inconvenience and cost implications of their poor service and communication. They replied that they WILL NOT be compensating me but will refund my ticket (didn't happen for 3 weeks). I was forced to pay 400 EUROS so as not to miss my flight (due to THEIR terrible service) and they wouldn't reinburse a single pound.BAD SERVICE. AVOID.,2020-08-11
"Very badly ran serviceVery badly ran service, always late.",2020-08-09
"Worst  service on planet earthWorst  service on planet earth, advertises guaranteed seats And priority boarding on certain services, get there and are told that no such thing, it’s first come first served. Avoid like the plague if you",2020-07-24
"Most awkward paying service everMost awkward paying service ever. If you have no money on the leap card you can’t go anywhere. They won’t take paper notes, meaning we had to have 12€ in coins. Being in the middle of nowhere you can’t really break the note or top up the leap card. Driver didn’t care at all...",2020-07-21
Really accommodating serviceReally accommodating service. There was limited space on the  but George and Art done a fantastic job of ensuring everyone got on safely. They’ve a hard job and have to deal with lots of people giving out so it is much appreciated,2020-07-17
"Terrible disregard for customers and…Terrible disregard for customers and Covid-19 measures. Expensive, liars, scamming ""company"". I recommend taxi sharing",2020-07-17
"Extremely rude staffGot the  to athlone from Galway that was OK..  wasn't the cleanest but I didn't mind too much. It was when we were returning to Galway from Athlone. We had  ordered our tickets online but we were not given a paper copy by the previous  driver. The inspector in Athlone was the rudest man I've ever come across. He would not listen to our side of the story. Like how dare we say that we didn't receive a paper copy of the ticket. We must have been too stupid to take the paper copy out of the machine. He eventually looked up the bookings, after making us feel so stupid and small. The proof of purchase was there.The  absolutely stank when we got on and it was clear that it hadn't been cleaned. The air conditioning was not functioning eitherI will do my best to avoid using  Éireann from now on.",2020-07-17
"Painful 4 hours journey from Cork to…Painful 4 hours journey from Cork to Dublin, in a  without toilet.",2020-07-06
"UnbearableUnbearable, one star is too generous",2020-07-05
"A bunch of people who were on the dole…A bunch of people who were on the dole 10 years got the  drivers jobs, never ever on time and don't arrive sometimes beyond brain dead, muts",2020-07-05
"Good...When it Works!when it's good, it's good, but more often than not it's not good. journey times are already very slow (why drive when a buss will take 3 times as long?!), but when you add constant lateness to that it makes it an unattractive option. i only use it when i've no other option.when compared to private  companies there is no comparison. I guess when no one is accountable (management or staff - joys of a state run and heavily unionised company!) you can't expect a company to try too hard.",2020-06-19
"Better cummication neededBus from Cork pulls into killarney Station,  is cleaned due to covid 19, cleaning lady leaves ,  driver does not signel to approach the  but instead leaves as soon as the lady left the ! Perhaps you should consider hiring better staff who actually care about their job as most  drivers tend to have a reputation for being rude and im",2020-06-12
RefundThank you   eiranne for my full refund due to the coronavirus 19,2020-05-28
"AwfulBad drivers, bad service,  stops not in service with no indication, waited over an hour before googling. Garbage.",2020-05-06
Really is the worst  service I’ve…Really is the worst  service I’ve ever ever had to deal with. It is completely run by absolute flutes. Nobody gives a damn about anything or anyone in  Éireann. Just the worst ever.,2020-05-03
"This morning experience was amazingThis morning experience was amazing, morning was terrible, but driver make my day. He was so kind, happy and helpful with bags and everything. I use this transport only second time, but drivers in  éireann are wonderful peoples. Special THANKS FOR 109A  driver with number LC 302 03.05.20 5:40.",2020-05-03
"Disgraceful serviceDisgraceful serviceBus never showed up despite waiting 35mins at Houston station  stop.(15mins before/20mins after)I had already paid(overpriced) for a return  the following day. In the end I had to pay for a train to get home as it was imperative for me to get home at that time(next  1.5hours later if it showed up)When I contacted their incompetent service they informed me they could not grant a refund at all for myself and partner due to an open return.The whole experience of the service was riddled with incompetence,  driver had no clue if it was better value getting a return journey. He had no idea, if another express (also  ) service was running(online website stated it was), nor did he have any €5 notes left. When I asked for the €5 back at the end of the trip he didn't even say thank you or goodbye, good customer relations training  !The  service was the 115 at 17:43 on the 14th of March from mullingar to dublin / dublin to mullingar.I would plead with anyone to avoid this awful incompetent service. Terrible price, standards, no toilets on , ignorant uninformed driver and most important of all does not show up when it says it will. I am shocked by their inability to remedy or make up for their complete mistake.I will never ever travel with   as long as I live.",2020-03-16
Worst   i had everI came athlone to mullingar by   and took return  ticket to athlone i saty in mullingar for 2days and try to get back home so came early to  stop and waited for the  the  stop board says its coming 17.50 so i was there from 5 didnt want to loos the last  i waited for so long that i realised that it was 20.02 and  didnt come at all and didnt have money to stay in B&B OR HOTEL so my mom had to hired a taxi from athlone to mullingar and back to athlone again it cost me 180 euro cause he was one of taxi guys we knew. Today  service was really bad im gonna complain to garda about this when i get back hom,2020-03-13
"Booked a return trip to Dublin airport…Booked a return trip to Dublin airport with Translink in northern Ireland which operates the service in conjunction with  eiran in the south of Ireland.The  advertised was X2a. Twenty minutes after the advertised time a  eirann arrived with no signage and subsequently put on the""not in service"" sign. This was in fact the X2a. There was no queuing enforced to get on  and  driver provided no information. Not really acceptable given that he was dealing with tourists. made it to Banbridge before breaking down. Without doubt the worst cross border serv",2020-03-07
"Great  driverI recently took a    from Galway to Knock airport. The driver is to be commended for his courtesy towards all passengers, particularly the elderly. He drove safely , and made great allowance for all other road users. I couldn't praise him enough. Take a bow , driver of the Sligo  at 8.45 am on February 14th.",2020-03-05
50/50 chance your  will be on time50/50 chance your  will be on time. Terrible service and no regard for customer experience. Complaints are not taken seriously. I'd love you see the  service in Ireland privatised because at least then there would be some accountability.,2020-02-22
Worst  service in the country 115 is…Worst  service in the country 115 is always late  drivers rude and the service line are no help at all . Not near as good  as city link or kearns ,2020-01-11
Worse than sitting on a bike with no saddleSuch an uncomfortable journey. Got off a Ryanair flight and got the  from Dublin airport to Waterford. ( definitely a  not a coach ) Even the seats on Ryanair are more comfortable. Although it was clean the seats are shocking. No USB ports don’t even know if it had WiFi. Seriously need to invest in some coaches with a bit of luxury. The local buses in Liverpool are better than this.,2020-01-09
"103 is a disgrace103 is a disgrace. Often never shows, the live times are never accurate and it's ridiculously expensive. No one is accountable for this",2020-01-08
"The  is never on timeThe  is never on time, even when the app says the  is arriving in 3 mins, the  just doesnt show up and the information inside the app just disappeared, not reliable and they increases  fare overtime. If you have the money, get a taxi.",2020-01-05
Its like gamblingIts like gambling. You never know will it arrive.,2020-01-04
 never on times as stated online and… never on times as stated online and at busstop to leave from Ashbourne to Airport Dublin and had to take a taxi again to make sure i am on time for checkin and flight.Not first time so about time they made sure that public transport will be better.I live in the Netherlands and thats the best in europe and is checked everytime by the autorities.,2019-12-20
"An absolute fecking disgraceAn absolute  fecking disgrace of a company. They never leave on time, they are stupidly over priced, nearly all of their drivers are rude impatient pigs with no manners. They are over paid and under skilled yet constantly going on strike as if they deserve to be paid more for doing an utterly crap job. I couldn't count how many times a  just hasn't showed up at all with no explanation to it's customers as to why they never showed not to mention I've seen busses that were nearly empty but the driver never stopped to collect Passengers​ at a stop that was designated for that . Do yourself a favor and boycott this crap storm of a company. They are by every sense of the word fecking useless and utterly incompetent.",2019-12-12
"103 and 109a awful service.The only reason I'm writing this is because I've had no luck with  's customer service replying to my emails. My experience is solely with the 103 and 109a  routes. Both buses are seldom  less than 10 minutes late (I've never actually had either one of these buses show up on time). Often the 103  into Dublin will not show up and you'll be left waiting for upwards of half an hour and then two buses in row will drive by which I cannot fathom since neither of the buses are even close to full most of the time. Getting the 103 from town out to Ashbourne I've been left waiting for up to two hours on occasions with the  drivers driving into town not having any clue when the next  is, granted they're only covering their own journey so it's obviously not fair to hold them in anyways responsible but it would be appreciated if they're was a bit more communications between drivers or drivers and HQ so that passengers could be told when the next  is.  The 109a is even more shocking I used to rely on this  to get into college and it would often just not show up leaving you waiting for another hour for the next  to show up. The 109a is meant to be an airport  so I'm actually very surprised by the lack of service and reliability given to customers.I've actually never given a 1 star review for anything in my life and I always try to find some sort of redeeming quality in something but sadly I cannot say that about these two services.",2019-12-07
"Not reliable one bitNot reliable one bit,why do use have timetables on both apps and online but buses never come any where close to these times,if a  does come it’s usually full,you’s no the busy times from swords to drogheda are 6pm onward why not run extra buses at these times.i stood in the cold for an hour and 20 minutes twice this week because buses either didn’t show up or were full..use really don’t have a clue how to run a  service...Matthews coaches all the way",2019-12-01
" .... ..... Where do I start? Always never on time, poor time management. Staff don't even know how to drive properly. Always harsh braking. Need to practice driving before being allowed to drive a  as if you press the ""STOP"" button, I think it means ""STOP"" not drive past the  stop and stop in middle of the junction.Vehicles never clean, vomit and urine upstairs on the Double Deckers. Like Matthews.ie, Halpenny Travel, GoBus and GoAHead Ireland is doing a better job than you and they've only started expanding within the past few years or recently. ..... you let us down.",2019-09-30
"Not sure how can be defined as…Not sure how can be defined as service?! Busses are aften late, at time cancelled without any notice, tgey are dirty, overpriced. Completely inadequate to serve humans,",2019-09-24
Worst customer serviceWorst customer service. Never respond to any e mail queries.  If you phone them they are extremely rude.,2019-08-28
"Absolutely awful service!!Absolutely awful service!!What finally pushed me to write a review of this company was due to my  being cancelled, no notice, because the 'driver couldn't make it'....I'm sorry but that's no excuse! I had my daughter with me, the next  was 2 hours time, so I had to pay for food & drinks which I would not have needed had the  been on time, I emailed because I wanted a refund, I felt it was the least  Eirreann could do for the huge inconvenience. They emailed back, basically that things are bound to go wrong from time to time, it's out of their control, and refused the refund.If you happen to sitting by the window and its raining, chances are you get leaked on if it's packed you can't move seats, their buses are so old, in serious need of updating. No much legroom, often dirty, sometimes rude driver,and ny  has broken down twice in a month!!But even worse than all that, the ""customer Care"", and I use that term loosely, never, ever want to know, when I've complained, I always get the basic standard reply.....very obvious they don't care, at all!There are much better buses out there for maybe €2 more , in my opinion, I'd rather pay the extra! The  I have now switched to is light, airy, clean, leg room,sockets for phones, and DO NOT LEAK!! Plus as its an express  it gets in way ahead of  Eirreann.My daughter and I used to catch it 4 times a week, they've lost out....But clearly, keeping customers happy is not top of their agenda, never has been, never will be, as long as they can pack passengers in like sardines, that's all the care about!!I absolutely would not recommend  Eirreann!!",2019-07-17
